,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,United Nations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Guinea-Bissau,,624,B R,22333.00,592.00,99.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.00,,,57.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.00,,,,1495.00,,,,,,,,,,,4938.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,898.00,,,,,,,,,,,,,559.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823.00,,,,,,,,,,,,,,,,,,11087.00,,,812.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.00,,,,,,,,,,,
62,Liberia,,430,B,113779.00,1480.00,4133.00,,,,,,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,234.00,,,,,35.00,,,,,,,,,,,,,,40985.00,,,,,,,,,,,,,,,,,,,,,,,41.00,,,,750.00,,50.00,7468.00,,,,,,,,37380.00,118.00,,,,,,,750.00,,,,,,,12.00,,,,,,,,,,,920.00,,,,,,,,,,,1338.00,,,,,,,,,,,,,,,,,,,43.00,,,,58.00,5199.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.00,,,11413.00,,,,,,,,,51.00,,,,,,58.00,25.00,,,,,,364.00,,,,,,,,,,,,58.00,,436.00,,,,,,,,,,,
63,Mali,,466,B R,363145.00,13274.00,106689.00,,,4305.00,,,517.00,,,,,,,,,,,,,,,,4035.00,,,,,,,,,,,23922.00,,,,4405.00,,,2104.00,,,,584.00,,,,,29972.00,,,20144.00,,,,,,,,,,,,,,,,,,,,,,,18238.00,,,33255.00,4426.00,,,18561.00,,,,,,,,17762.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,4366.00,,,,,,,,,,,,,17189.00,,,,,,,,,,,,,,,,,,,3819.00,11840.00,,,,,,,,,,,,,,,,,,,,713.00,,,,,,,,,,,5501.00,,,9143.00,,,,,,,,,,,,,,,,,,,,,,6653.00,,,,,,,,,,,,,,1728.00,,,,,,,,,,,
64,Mauritania,,478,C R,138162.00,56.00,32107.00,,,1634.00,,,,,,66.00,,,,,,,,,,,60.00,,551.00,,,,,,,159.00,,,,,,,,392.00,50.00,,,51.00,,,158.00,,,,,,,,462.00,,,,,,,90.00,,,,,,225.00,,,,,,,,,,,,,84.00,,,,206.00,,,,,,,,3105.00,1203.00,,,,,,,,,,112.00,,,,54.00,,,,,,,31.00,,,,118.00,,,138.00,,,,,,,,56557.00,,,,,,,,,,,,,342.00,,,,,,,,,,150.00,,,,,,,,,,,,,,,,,69.00,,,,60.00,,,,,,,,,,305.00,38574.00,,,,,,,,,,,,84.00,,161.00,,,,,,180.00,,,,,144.00,,,,248.00,,,,,,,68.00,,,108.00,,,,,,,,,,,
65,Niger,,562,B R,189255.00,1994.00,29684.00,,,460.00,,,,,,,,,,,,,,,,,,,17908.00,,,,,,,,,,,19323.00,,,,417.00,,,,756.00,,,,,,,,,,,1419.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.00,,,,,,,,84640.00,,,,,,,,,,,,,,,,,,,,,,,,19436.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.00,,,,,,,,,,,,,,,529.00,,,,,,,,,,9702.00,,,,,,,,,,,,,,,,,,,,,,,,,
66,Nigeria,,566,C R,1199115.00,37457.00,85216.00,,,,,,,,,,,,,,,,,,,,,,351985.00,,,,,,,,,,,,,,,26893.00,,,,29175.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222377.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20541.00,,,,,,,,,160967.00,,,,,,,,,,,,,,,,,,,,,,,112733.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4073.00,,,,,,,,,,,,,,,,,,,,,,147698.00,,,,,,,,,,,,,,,,,,,,,,,,,
67,Saint Helena,(4),654,B,604.00,67.00,37.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.00,,,,,,,,,,,,,,,,,,,,,,,,,,,384.00,,,,,,,,,,,,,
68,Senegal,,686,B R,263242.00,14027.00,28055.00,,,4050.00,,,,,,,,,,,,,,,,,,,3487.00,,,,,,,626.00,,,,,,,,979.00,,,,,,,,,,,,,,,2715.00,,,,,,,,,,,,,,,,,,,,,,,13391.00,,,,4984.00,,843.00,1724.00,,,,,,,,49780.00,28501.00,,,,,,,,,,,,,,,,,,,,,,,,,1066.00,,,,,,,,,,,32930.00,,,,51490.00,,,,,,,,,3981.00,,,,,,,,,,1633.00,819.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1377.00,,,,14398.00,,,,,,,,,,,,,,,,,,,,,,1613.00,,,,,,,,,,,,,,773.00,,,,,,,,,,,
69,Sierra Leone,,694,B R,91213.00,348.00,619.00,,,,,,,,,,,,,,,,,,,,,,239.00,,,,,,,,,,,30.00,,1.00,,,33.00,,,,,,257.00,,,,,,,,66.00,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,4828.00,,122.00,1202.00,,,,,,,,68467.00,19.00,,,,,,,371.00,,,,,,,,,3.00,,,,,,,,,2015.00,,6536.00,,,,,,,,,1797.00,,,,129.00,,,,,,,,,,,,,,,,,,,147.00,1949.00,,,,,,,,,,,,,,,,10.00,,,,67.00,,,,,,,,,,,677.00,,,,,,,,,,218.00,,,,,,,,,,,,,,,36.00,,,,,,,,,,,,561.00,,464.00,,,,,,,,,,,
70,Togo,,768,C R,276844.00,492.00,20945.00,,,,,,,,,,,,,,,,,,,,65.00,,71438.00,,,,,,,,,,,13601.00,,40.00,,697.00,48.00,,375.00,713.00,,,517.00,,,,,257.00,,,5746.00,,,,,,,651.00,,,,,,,,107.00,,,,,,,,792.00,,,896.00,1063.00,,200.00,46794.00,,,,,,,,3338.00,130.00,,,,,,,,,,,,,,,,,,,,,,,,,,,168.00,,,,,,,,,8122.00,,,,145.00,,,,,,,,,,,,,,,,,,,65529.00,31974.00,,,,,,,,,,,,,,,,,,,,,665.00,,,,,,,,41.00,,1008.00,,,105.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.00,,,,,,,,,,,
71,Asia,,935,,75081125.00,1187170.00,2389281.00,4379871.00,3750.00,47326.00,0.00,0.00,76.00,0.00,21664.00,42402.00,179833.00,63.00,71290.00,21081.00,215220.00,0.00,42848.00,6528326.00,0.00,143042.00,16309.00,0.00,10.00,0.00,35614.00,48.00,0.00,2516.00,10.00,284015.00,75.00,31609.00,510672.00,0.00,5.00,131.00,875104.00,64.00,75087.00,0.00,17.00,7242.00,0.00,3575.00,4968299.00,355480.00,117903.00,3100.00,0.00,529.00,0.00,97.00,15.00,343.00,184.00,0.00,10817.00,1931.00,73031.00,879.00,7345.00,5.00,0.00,13.00,469.00,2670706.00,13.00,0.00,27944.00,2793.00,224658.00,0.00,0.00,177.00,3449.00,109248.00,0.00,0.00,0.00,0.00,132149.00,553403.00,2144.00,5.00,98207.00,0.00,0.00,46.00,1008.00,34.00,0.00,0.00,0.00,42.00,0.00,5.00,14427.00,132.00,11173058.00,3456635.00,107908.00,611743.00,3637.00,0.00,68787.00,20195.00,17.00,120590.00,543882.00,83776.00,2699.00,0.00,102110.00,34833.00,1064931.00,6944.00,212008.00,0.00,2.00,24180.00,0.00,13469.00,57.00,10.00,10.00,1455408.00,1563.00,0.00,79.00,0.00,0.00,273.00,309.00,0.00,4907.00,0.00,0.00,18597.00,0.00,0.00,177411.00,13.00,2711323.00,5.00,0.00,1429845.00,42692.00,0.00,16103.00,13.00,36.00,38803.00,0.00,0.00,19940.00,11035.00,4490998.00,34.00,22.00,60.00,10.00,65482.00,2034643.00,99950.00,3612.00,56.00,16127.00,798764.00,32357.00,0.00,131727.00,3958430.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52310.00,75.00,2883.00,35.00,5.00,133218.00,0.00,494.00,163.00,0.00,262944.00,20251.00,15084.00,7408.00,912534.00,2992600.00,574129.00,130.00,76.00,10313.00,18942.00,4486674.00,48803.00,244092.00,144663.00,22048.00,3.00,0.00,0.00,17.00,34499.00,148109.00,15963.00,0.00,0.00,734.00,666671.00,78804.00,262528.00,384.00,410806.00,23.00,6427.00,490391.00,0.00,516.00,396725.00,0.00,0.00,908966.00,855.00,342.00
72,Central Asia,,5500,,5393504.00,25960.00,58137.00,7587.00,0.00,134.00,0.00,0.00,0.00,0.00,0.00,0.00,24603.00,0.00,0.00,66.00,81223.00,0.00,0.00,0.00,0.00,110186.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,4263.00,0.00,0.00,0.00,0.00,0.00,51.00,0.00,0.00,0.00,0.00,0.00,2482.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63539.00,0.00,135.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1686.00,0.00,0.00,0.00,0.00,116.00,0.00,0.00,0.00,0.00,0.00,7232.00,230775.00,0.00,0.00,7846.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,639.00,0.00,4442.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45154.00,0.00,0.00,0.00,23295.00,0.00,2015.00,0.00,0.00,0.00,0.00,0.00,7035.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.00,0.00,113.00,0.00,26.00,0.00,0.00,0.00,0.00,37.00,154.00,0.00,0.00,0.00,0.00,0.00,0.00,32474.00,0.00,0.00,0.00,32149.00,15522.00,0.00,482.00,3642327.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.00,0.00,29517.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48748.00,3276.00,0.00,0.00,0.00,495467.00,0.00,325.00,0.00,283.00,23.00,0.00,383654.00,0.00,0.00,107.00,0.00,0.00,0.00,24.00,0.00
73,Kazakhstan,,398,B,3546778.00,,,,,,,,,,,,9144.00,,,,48377.00,,,,,69136.00,,,,,,,,,,,,,4263.00,,,,,,,,,,,,2162.00,,,,,,,,,,,,,,61600.00,,,,,,,,,,,1113.00,,,,,,,,,,,3275.00,218348.00,,,7846.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6734.00,,1113.00,,,,,,4386.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29224.00,,,,31916.00,12048.00,,,2352598.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15816.00,,,,,,,,,46894.00,1050.00,,,,338022.00,,,,,,,281713.00,,,,,,,,
74,Kyrgyzstan,,417,B,204382.00,2253.00,2148.00,,,,,,,,,,2380.00,,,,4678.00,,,,,9947.00,,,,,,,,,,,,,,,,,,,,,,,,,271.00,,,,,,,,,,,,,,1777.00,,,,,,,,,,,573.00,,,,,116.00,,,,,,3270.00,1820.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,12940.00,,,,,,902.00,,,,,,2649.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3212.00,,,,233.00,2660.00,,482.00,111753.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2205.00,,,,,,,,,1051.00,1001.00,,,,26771.00,,,,,,,9183.00,,,107.00,,,,,
75,Tajikistan,,762,B,275059.00,88.00,191.00,7587.00,,134.00,,,,,,,200.00,,,66.00,175.00,,,,,703.00,,,,,,,,,,,,24.00,,,,,,,51.00,,,,,,49.00,,,,,,,,,,,,,,162.00,,135.00,,,,,,,,,,,,,,,,,,,,687.00,139.00,,,,,,,,,,,,,,,,,639.00,,1238.00,65.00,,,,,,,,868.00,,,,11667.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.00,,113.00,,26.00,,,,,37.00,154.00,,,,,,,38.00,,,,,814.00,,,237935.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.00,,,,,,,,,,,803.00,462.00,,,,1250.00,,325.00,,283.00,23.00,,7798.00,,,,,,,24.00,
76,Turkmenistan,,795,B,196386.00,1332.00,1194.00,,,,,,,,,,7009.00,,,,7636.00,,,,,3868.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1858.00,,,,,,,,,,,,,,,,,,,3204.00,,,,,,,,,18152.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62351.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4822.00,,,,,,,84960.00,,,,,,,,
77,Uzbekistan,,860,B,1170899.00,22287.00,54604.00,,,,,,,,,,5870.00,,,,20357.00,,,,,26532.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8610.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,13194.00,,,,4894.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877690.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11496.00,,,,,,,,,,763.00,,,,124602.00,,,,,,,,,,,,,,,
78,Eastern Asia,,906,,7596693.00,73157.00,278123.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2678.00,0.00,0.00,27872.00,517.00,0.00,0.00,0.00,27216.00,0.00,0.00,628.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,259296.00,0.00,0.00,15.00,0.00,0.00,0.00,33803.00,0.00,46978.00,0.00,0.00,0.00,0.00,0.00,4030413.00,292527.00,95704.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,561.00,0.00,526.00,0.00,0.00,0.00,0.00,1545.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,625.00,13090.00,0.00,0.00,0.00,0.00,0.00,9176.00,1844.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,57078.00,236437.00,3992.00,0.00,1747.00,0.00,0.00,3595.00,0.00,45502.00,0.00,2252.00,0.00,0.00,0.00,2747.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31211.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1937.00,0.00,0.00,18407.00,0.00,0.00,0.00,0.00,11514.00,0.00,0.00,22907.00,1978.00,0.00,7182.00,0.00,0.00,3680.00,0.00,0.00,418.00,0.00,35601.00,0.00,0.00,0.00,0.00,62842.00,455003.00,1105.00,2103.00,0.00,0.00,721105.00,0.00,0.00,0.00,22117.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12117.00,0.00,4.00,0.00,0.00,0.00,1574.00,0.00,2469.00,41215.00,0.00,0.00,0.00,0.00,1736.00,1716.00,0.00,0.00,103555.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,198.00,0.00,0.00,0.00,0.00,0.00,0.00,46030.00,0.00,160791.00,0.00,1.00,49862.00,0.00,0.00,226640.00,0.00,0.00,0.00,0.00,0.00
79,China,(5),156,C,978046.00,26744.00,137515.00,,,,,,,,,,,,5227.00,,,,,4018.00,,,,,,,,,,,,74289.00,,,,,,,,,8629.00,,,,,,,270252.00,24399.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8968.00,39736.00,,,,,,,,6826.00,,,,,,,,,,,,,,,,,,6130.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4404.00,,,,,13483.00,73070.00,,,,,186786.00,,,,2963.00,,,,,,,,,,,,,,,,,,,,,,,,5435.00,,,,,,,,,15192.00,,,,,,,,,,,,,,,9108.00,,26777.00,,,,,,28095.00,,,,,
80,"China, Hong Kong Special Administrative Region",(6),344,B,2838665.00,4532.00,27367.00,,,,,,,,,,,,9091.00,,,,,444.00,,,,,,,,,,,,,,,,,,,,,14660.00,,,,,,2307783.00,,71305.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2194.00,,,,,,1973.00,,,,,,,,,,,,,,,,,18004.00,134593.00,,,695.00,,,642.00,,14185.00,,,,,,,,,,,,,,,,,,15273.00,,,,,,,,,,,,,,,,,,,,9334.00,1020.00,,2247.00,,,,,,,,7554.00,,,,,,117914.00,,109.00,,,4832.00,,,,88.00,,,,,,,,,,,,,,,9879.00,,,,,,,,401.00,782.00,,,,,,726.00,,,19192.00,,,,,,,,,,,,,,,17666.00,,13250.00,,,,,,10930.00,,,,,
81,"China, Macao Special Administrative Region",(7),446,B,342703.00,19666.00,4924.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281611.00,22111.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11864.00,,1566.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Democratic People's Republic of Korea,,408,I,48458.00,691.00,1442.00,,,,,,,,,,,,202.00,,,,,152.00,,,,,,,,,,,,2780.00,,,,,,,,,331.00,,,,,,28594.00,164.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.00,1414.00,,,,,,,,210.00,,,,,,,,,,,,,,,,,,196.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.00,,,,,522.00,2925.00,,,,,5358.00,,,,145.00,,,,,,,,,,,,,,,,,,,,,,,,153.00,,,,,,,,,563.00,,,,,,,,,,,,,,,304.00,,1028.00,,,,,,751.00,,,,,
83,Japan,,392,C,2043877.00,10443.00,73657.00,,,,,,,,,2678.00,,,9062.00,502.00,,,,8869.00,,,628.00,,,,,,,,,182227.00,,,,,,,3098.00,,9072.00,,,,,,652413.00,,,,,,,,,,,,,,,,526.00,,,,,1545.00,,,,,,,,,621.00,8924.00,,,,,,5576.00,1844.00,,,,,,,,,,,,,,,,22641.00,27354.00,3992.00,,1044.00,,,2934.00,,,,,,,,,,,,,,,,,,,,8012.00,,,,,,,,,1937.00,,,,,,,,,,,,958.00,,3125.00,,,2466.00,,,418.00,,11178.00,,,,,48837.00,210243.00,1093.00,428.00,,,522486.00,,,,7549.00,,,,,,,,,,,,,,,2238.00,,,,,,,,2068.00,9240.00,,,,,1736.00,971.00,,,41422.00,,,,,,,,,,,,,,,14959.00,,50243.00,,,,,,72620.00,,,,,
84,Mongolia,,496,C,17620.00,145.00,459.00,,,,,,,,,,,,208.00,15.00,,,,,,,,,,,,,,,,,,,15.00,,,,,,133.00,,,,,,9373.00,,,,,,,,,,,,,16.00,561.00,,,,,,,,,,,,,,,,4.00,73.00,,,,,,162.00,,,,,,,,,,,,,,,10.00,,98.00,,,,8.00,,,19.00,,369.00,,187.00,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.00,,,,,,152.00,12.00,,,,1643.00,,,,2670.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,19.00,,,,4.00,,,,,,,198.00,,,,,,,87.00,,709.00,,1.00,,,,246.00,,,,,
85,Republic of Korea,,410,C,1327324.00,10936.00,32759.00,,,,,,,,,,,,4082.00,,,,,13733.00,,,,,,,,,,,,,,,,,,,30705.00,,14153.00,,,,,,750639.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899.00,,,,,,1465.00,,,,,,,,,,,,,,,,,7004.00,33340.00,,,,,,,,23912.00,,2065.00,,,,2747.00,,,,,,,,,,,,1600.00,,,,,,,,,,,,18407.00,,,,,11514.00,,,13573.00,,,1810.00,,,1214.00,,,,,12276.00,,,,,,38835.00,,,,,,,,,8702.00,,,,,,,,,,,,,,,,,,,,,1574.00,,,25605.00,,,,,,,,,26225.00,,,,,,,,,,,,,,,3906.00,,68784.00,,,49862.00,,,113998.00,,,,,
86,South-Eastern Asia,,920,,9867722.00,177635.00,419307.00,1719.00,116.00,462.00,0.00,0.00,76.00,0.00,0.00,148.00,135.00,63.00,32369.00,503.00,0.00,0.00,111.00,450637.00,0.00,0.00,533.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,347.00,0.00,6165.00,0.00,0.00,0.00,131.00,821659.00,0.00,14453.00,0.00,0.00,0.00,0.00,93.00,709996.00,62856.00,22199.00,125.00,0.00,529.00,0.00,39.00,15.00,0.00,103.00,0.00,0.00,0.00,7298.00,44.00,1111.00,0.00,0.00,0.00,459.00,162.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112.00,2862.00,0.00,0.00,0.00,0.00,0.00,5791.00,34.00,0.00,153.00,0.00,0.00,0.00,1008.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,244.00,53.00,344315.00,1257190.00,595.00,728.00,431.00,0.00,614.00,2276.00,0.00,57312.00,11825.00,0.00,53.00,0.00,171.00,0.00,976770.00,0.00,134.00,0.00,2.00,2249.00,0.00,0.00,0.00,0.00,0.00,1176590.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,145.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2242549.00,0.00,0.00,220933.00,8316.00,0.00,8186.00,0.00,0.00,192.00,0.00,0.00,1260.00,408.00,171350.00,34.00,0.00,60.00,0.00,111.00,56680.00,110.00,1025.00,51.00,120.00,44068.00,0.00,0.00,35.00,97.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2936.00,0.00,0.00,0.00,0.00,106355.00,0.00,0.00,0.00,0.00,1110.00,813.00,0.00,1305.00,24493.00,9.00,63.00,125.00,0.00,1245.00,1854.00,2263.00,0.00,108374.00,0.00,22048.00,3.00,0.00,0.00,0.00,568.00,880.00,0.00,0.00,0.00,0.00,0.00,431.00,50613.00,0.00,71544.00,0.00,0.00,0.00,0.00,0.00,141776.00,0.00,0.00,0.00,0.00,1.00
87,Brunei Darussalam,,96,B,102733.00,255.00,771.00,,,,,,,,,,,,515.00,,,,,1234.00,,,,,,,,,,,,,,,,,,,,,,,,,,,2055.00,515.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3081.00,6165.00,,,,,,,,204.00,,,,,,,,,,,,,,,,,,48285.00,,,,,,,,,,,,,,,,,,,,5344.00,307.00,,204.00,,,,,,,,821.00,,,,,,13457.00,,,,,153.00,,,,,,,,,,,,,,,,,,,1541.00,,,,,,,,,1234.00,,,,,,,,,14384.00,,,,,,,,,,,,,,,2055.00,,153.00,,,,,,,,,,,
88,Cambodia,,116,B,73963.00,894.00,2045.00,,,,,,,,,,,,116.00,,,,,,,,,,,,,,,,,,,,,,,,,,42.00,,,,,,1518.00,116.00,,,,,,,,,,,,,42.00,,,,,,,,,,,,,,,,,275.00,,,,,,38.00,,,,,,,,,,,,,,,,,95.00,105.00,,,,,,15.00,,125.00,,,,,,,260.00,,,,,,,,,,,172.00,,,,,,,,,,,,,,,,,52.00,,,45.00,30.00,,,,,,,,,,41.00,,,,,,152.00,,,,,56.00,,,,30.00,,,,,,,,,,,,,,,123.00,,,,,,,,,47.00,,,,,,,,,30806.00,,,,,,,,,,,,,,,92.00,,195.00,,,,,,36436.00,,,,,
89,Indonesia,,360,B R,328846.00,31804.00,5949.00,,,,,,,,,,,,10547.00,,,,,,,,,,,,,,,,,,,,,,,,,,2086.00,,,,,,70319.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11648.00,,,,,,,,,18391.00,11648.00,,,,,,,,,,,2201.00,,,,,,2201.00,,,,,,,,,,,,,,,,,,,,,6760.00,,,,,,,,,,7998.00,,,,,,3915.00,,,,,31064.00,,,,,,,,,,,,,,2201.00,,,,,21907.00,,,,,,,,,,,,,,,,2201.00,,21907.00,,21907.00,,,,,,,,,,,,,30446.00,,11746.00,,,,,,,,,,,
